Domain,Identities Count,Added by,Trust Level,Identity status - Scout account are more than EXT account,Scout Count,External Count,Total Identities
cgdetroit.com,1,Cyera,External,Less than half,0,1,1
changer-dresser.com,1,Cyera,External,Less than half,0,1,1
charter.net,1,Cyera,External,Less than half,0,1,1
cibtvisas.com,1,Cyera,External,Less than half,0,1,1
ciemgroup.com,1,Cyera,External,Less than half,0,1,1
clariencetechnologies.com,1,Cyera,External,Less than half,0,1,1
coavis.com,1,Cyera,External,Less than half,0,1,1
c-p-s.de,1,Cyera,External,More than half,1,1,2
cranedesign.co,1,Cyera,External,Less than half,0,1,1
creative-wave.com,1,Cyera,External,Less than half,0,1,1
ctcharlton.com,1,Cyera,External,Less than half,0,1,1
deepdrive.tech,1,Cyera,External,Less than half,0,1,1
demmel-inc.com,1,Cyera,External,More than half,1,0,1
dengensha.com,1,Cyera,External,Less than half,0,1,1
dominionenergy.com,1,Cyera,External,Less than half,0,1,1
dreso.com,1,Cyera,External,Less than half,0,1,1
drgsound.com,1,Cyera,External,More than half,1,0,1
drsystems.com,1,Cyera,External,Less than half,0,1,1
ecadia.de,1,Cyera,External,Less than half,0,1,1
edag.de,1,Cyera,External,Less than half,0,1,1
edsca.com,1,Cyera,External,Less than half,0,1,1
efcusa.com,1,Cyera,External,Less than half,0,1,1
ekatec.de,1,Cyera,External,More than half,1,0,1
eketec.de,1,Cyera,External,More than half,1,0,1
electrifyamerica.com,1,Cyera,External,More than half,1,0,1
email.sc.edu,1,Cyera,External,Less than half,0,3,3
engineer.com,1,Cyera,External,Less than half,0,1,1
eoi.com.tw,1,Cyera,External,Less than half,0,1,1
eu.denso.com,1,Cyera,External,Less than half,0,1,1
external.forvia.com,1,Cyera,External,Less than half,0,1,1
fagorederlan.de,1,Cyera,External,Less than half,0,1,1
fagorederlan.es,1,Cyera,External,Less than half,0,1,1
fairchildind.com,1,Cyera,External,Less than half,0,1,1
fanucamerica.com,1,Cyera,External,More than half,2,0,2
feegroup.com,1,Cyera,External,More than half,1,0,1
feinhals-melle.de,1,Cyera,External,More than half,1,0,1
firstbrandsgroup.com,1,Cyera,External,Less than half,0,1,1
flophouseproductions.com,1,Cyera,External,More than half,1,0,1
fmcgermany.de,1,Cyera,External,Less than half,0,1,1
forgeproductions.net,1,Cyera,External,Less than half,0,1,1
fortra.com,1,Cyera,External,Less than half,0,1,1
freg.com,1,Cyera,External,Less than half,0,1,1
frpartners.net,1,Cyera,External,More than half,1,0,1
ftc-i.net,1,Cyera,External,More than half,1,0,1
gallagher-kaiser.de,1,Cyera,External,More than half,1,0,1
genesyscorp.net,1,Cyera,External,Less than half,0,1,1
getmaintainx.com,1,Cyera,External,Less than half,0,1,1
go2eventlink.com,1,Cyera,External,Less than half,0,1,1
godestinationservices.com,1,Cyera,External,Less than half,0,1,1
goodinspecialneedsplanning.com,1,Cyera,External,Less than half,0,1,1
gpj.com,1,Cyera,External,Less than half,0,1,1
gregoryelectric.com,1,Cyera,External,Less than half,0,1,1
griermail.com,1,Cyera,External,Less than half,0,1,1
grupoantolin.com,1,Cyera,External,More than half,1,0,1
guardianalarm.com,1,Cyera,External,Less than half,0,1,1
g-ushin.com,1,Cyera,External,Less than half,0,1,1
hairobotics.com,1,Cyera,External,Less than half,0,1,1
haklimnet.onmicrosoft.com,1,Cyera,External,Less than half,0,1,1
hbkworld.com,1,Cyera,External,Less than half,0,1,1
hc-kunststoffwerk.de,1,Cyera,External,Less than half,0,1,1
headwalldesign.com,1,Cyera,External,Less than half,0,1,1
heritagelandcare.com,1,Cyera,External,Less than half,0,1,1
hocr.org,1,Cyera,External,Less than half,0,1,1
horian.com,1,Cyera,External,Less than half,0,1,1
hprconsulting.net,1,Cyera,External,More than half,1,0,1
hugeinc.com,1,Cyera,External,Less than half,0,1,1
humaneticsgroup.com,1,Cyera,External,Less than half,0,1,1
icemi.com,1,Cyera,External,Less than half,0,1,1
icg-intl.com,1,Cyera,External,Less than half,0,1,1
img.com,1,Cyera,External,Less than half,0,1,1
infotrustllc.com,1,Cyera,External,Less than half,0,1,1
inpro-electric.com,1,Cyera,External,Less than half,0,1,1
international.com,1,Cyera,External,Less than half,0,1,1
intrepidcs.com,1,Cyera,External,Less than half,0,1,1
ipi.com,1,Cyera,External,Less than half,0,1,1
ipi-international.com,1,Cyera,External,Less than half,0,1,1
ipsos.com,1,Cyera,External,Less than half,0,1,1
italdesign.es,1,Cyera,External,Less than half,0,1,1
jaser.llc,1,Cyera,External,Less than half,0,1,1
jn4.de,1,Cyera,External,Less than half,0,1,1
johnsonelectric.com,1,Cyera,External,Less than half,0,1,1
jrautomation.com,1,Cyera,External,Less than half,0,1,1
kardex.com,1,Cyera,External,Less than half,0,1,1
kayser-automotoive.com,1,Cyera,External,More than half,1,0,1
keysight.com,1,Cyera,External,More than half,1,0,1
kirchhoff-automotive.com,1,Cyera,External,Less than half,0,1,1
kpisolutions.com,1,Cyera,External,Less than half,0,1,1
kpit.com,1,Cyera,External,More than half,1,1,2
kslaw.com,1,Cyera,External,Less than half,0,1,1
kuhoff.com,1,Cyera,External,More than half,1,0,1
lepikdaniel.com,1,Cyera,External,Less than half,0,1,1
liberty-bank.com,1,Cyera,External,Less than half,0,1,1
lightshiprv.com,1,Cyera,External,Less than half,0,1,1
loesch.de,1,Cyera,External,Less than half,0,1,1
macneillcc.com,1,Cyera,External,Less than half,0,1,1
manga.com,1,Cyera,External,Less than half,0,1,1
manzcc.com,1,Cyera,External,Less than half,0,1,1
mataauto.com,1,Cyera,External,Less than half,0,1,1
mbn-automotive.com,1,Cyera,External,Less than half,0,1,1
mecbuildingcontrols.com,1,Cyera,External,Less than half,0,1,1
me.com,1,Cyera,External,Less than half,1,28,29
medwayus.com,1,Cyera,External,Less than half,0,1,1
mercocon.com,1,Cyera,External,More than half,1,0,1
meridian-mag.com,1,Cyera,External,Less than half,0,1,1
metalab.com,1,Cyera,External,Less than half,0,1,1
mfi-lb.de,1,Cyera,External,Less than half,0,1,1
michaelskoz.com,1,Cyera,External,More than half,1,0,1
milcomfg.com,1,Cyera,External,Less than half,0,1,1
mino-automation.com,1,Cyera,External,Less than half,0,1,1
mi.rr.com,1,Cyera,External,More than half,1,0,1
mndmanufacturing.com,1,Cyera,External,Less than half,0,1,1
mobis.co.kr,1,Cyera,External,Less than half,0,1,1
montaplast.com,1,Cyera,External,More than half,1,1,2
morgan-corp.com,1,Cyera,External,Less than half,0,1,1
msn.com,1,Cyera,External,Less than half,0,17,17
mst-na.com,1,Cyera,External,Less than half,0,1,1
mtccorp.us,1,Cyera,External,Less than half,0,1,1
multiformer.de,1,Cyera,External,More than half,1,0,1
mvpcreative.com,1,Cyera,External,Less than half,0,1,1
na.nbhx.com,1,Cyera,External,Less than half,0,1,1
netcsd.com,1,Cyera,External,Less than half,0,1,1
newmoon.com,1,Cyera,External,Less than half,0,1,1
new-moon.comq,1,Cyera,External,More than half,1,0,1
ogletreedeakins.com,1,Cyera,External,Less than half,0,1,1
oho-holland.de,1,Cyera,External,More than half,1,0,1
omnex.com,1,Cyera,External,Less than half,0,1,1
orgshakers.com,1,Cyera,External,Less than half,0,1,1
osu.edu,1,Cyera,External,Less than half,0,1,1
parker.com,1,Cyera,External,Less than half,0,1,1
phoenixaudiovisualinc.com,1,Cyera,External,Less than half,0,1,1
porsche.us,1,Cyera,External,Less than half,0,1,1
powerco.ca,1,Cyera,External,More than half,1,0,1
ppclocationsolutions.com,1,Cyera,External,Less than half,0,1,1
proficientindustrial.com,1,Cyera,External,Less than half,0,1,1
prprei.com,1,Cyera,External,Less than half,0,1,1
purfluxgroup.com,1,Cyera,External,Less than half,0,1,1
pxnd.net,1,Cyera,External,Less than half,0,1,1
ramp.com,1,Cyera,External,Less than half,0,1,1
rciscinc.com,1,Cyera,External,Less than half,0,1,1
rehau.com,1,Cyera,External,Less than half,0,1,1
rema-gmbh.eu,1,Cyera,External,Less than half,0,1,1
rethinkcomplianceco.com,1,Cyera,External,Less than half,0,1,1
ridefox.com,1,Cyera,External,Less than half,0,1,1
rightpoint.com,1,Cyera,External,More than half,1,0,1
rocketmail.com,1,Cyera,External,Less than half,0,1,1
rofacloud.onmicrosoft.com,1,Cyera,External,More than half,1,0,1
roushnet.com,1,Cyera,External,Less than half,0,1,1
ruppertcompanies.com,1,Cyera,External,More than half,1,0,1
sames.com,1,Cyera,External,Less than half,0,1,1
sanhua-autous.com,1,Cyera,External,Less than half,0,1,1
satven.com,1,Cyera,External,Less than half,0,1,1
schiller.de,1,Cyera,External,Less than half,0,1,1
schwabind.com,1,Cyera,External,Less than half,0,1,1
scissortailcs.com,1,Cyera,External,Less than half,0,1,1
scoutmotors.atlassian.net,1,Cyera,External,Less than half,0,1,1
scoutmotorsplant.onmicrosoft.com,1,Cyera,External,More than half,1,0,1
scoutors.com,1,Cyera,External,Less than half,0,1,1
sc.rr.com,1,Cyera,External,Less than half,0,1,1
scsconcept.com,1,Cyera,External,More than half,1,0,1
sdistributors.com,1,Cyera,External,Less than half,0,1,1
segulargrp.com,1,Cyera,External,More than half,1,0,1
segula-usa.com,1,Cyera,External,More than half,1,0,1
sentientcreative.ca,1,Cyera,External,Less than half,0,1,1
sfdstudio.com,1,Cyera,External,Less than half,0,1,1
shl-ing.com,1,Cyera,External,Less than half,0,1,1
signata.com,1,Cyera,External,Less than half,0,1,1
sjg-sejong.com,1,Cyera,External,Less than half,0,1,1
skylineplastics.com,1,Cyera,External,More than half,1,0,1
slalom.com,1,Cyera,External,More than half,1,0,1
smith-howard.com,1,Cyera,External,More than half,2,1,3
sodecia.cpom,1,Cyera,External,Less than half,0,1,1
specproj.com,1,Cyera,External,Less than half,0,1,1
srgglobal.com,1,Cyera,External,Less than half,0,1,1
ssoprod.com,1,Cyera,External,Less than half,0,1,1
standardfusion.com,1,Cyera,External,Less than half,0,1,1
state.co.us,1,Cyera,External,Less than half,0,1,1
s-tec.at,1,Cyera,External,Less than half,0,1,1
swj-machining.com,1,Cyera,External,More than half,1,0,1
swj-us.com,1,Cyera,External,More than half,1,0,1
t-brockhaus.de,1,Cyera,External,Less than half,0,1,1
t-brockhause.de,1,Cyera,External,Less than half,0,1,1
tecna.net,1,Cyera,External,Less than half,0,1,1
tekautomotive.com,1,Cyera,External,Less than half,0,1,1
tenneco.com,1,Cyera,External,Less than half,0,1,1
theoakwoodgroup.com,1,Cyera,External,Less than half,0,1,1
thomsonreuters.com,1,Cyera,External,Less than half,0,1,1
tjsnow.com,1,Cyera,External,Less than half,0,1,1
t-online.de,1,Cyera,External,Less than half,0,1,1
trademakrvisuals.com,1,Cyera,External,Less than half,0,1,1
trahanphoto.com,1,Cyera,External,Less than half,0,1,1
transysusa.com,1,Cyera,External,Less than half,0,1,1
travers.com,1,Cyera,External,Less than half,0,1,1
tripletelec.com,1,Cyera,External,More than half,1,0,1
twmi.rr.com,1,Cyera,External,More than half,1,0,1
us.sika.com,1,Cyera,External,More than half,1,0,1
utilidata.com,1,Cyera,External,Less than half,0,1,1
varnumlaw.com,1,Cyera,External,More than half,1,0,1
vector.com,1,Cyera,External,Less than half,0,1,1
volkeswagen.de,1,Cyera,External,Less than half,0,1,1
volksagen.de,1,Cyera,External,More than half,1,0,1
volkswagen.com.cn,1,Cyera,External,Less than half,0,1,1
volkwagen.de,1,Cyera,External,Less than half,0,1,1
volskwagen.de,1,Cyera,External,Less than half,0,1,1
voss.net,1,Cyera,External,Less than half,0,1,1
vw.vwgroup.com,1,Cyera,External,Less than half,0,1,1
waguest.com,1,Cyera,External,Less than half,0,1,1
wallbridge.com,1,Cyera,External,Less than half,0,1,1
walmart.com,1,Cyera,External,Less than half,0,1,1
wearekettle.com,1,Cyera,External,Less than half,0,1,1
wegu.de,1,Cyera,External,Less than half,0,1,1
winslowtg.com,1,Cyera,External,Less than half,0,4,4
woodbridgegroup.com,1,Cyera,External,Less than half,0,1,1
work.co,1,Cyera,External,Less than half,0,1,1
yahoo.con,1,Cyera,External,Less than half,0,1,1
yandex.ru,1,Cyera,External,Less than half,0,1,1
zao-automation.de,1,Cyera,External,More than half,1,0,1
163.com,0,Cyera,External,Less than half,0,1,1
22shapes.com,0,Cyera,External,Less than half,0,1,1
30acpa.com,0,Cyera,External,Less than half,0,1,1
adauto.ae,0,Cyera,External,Less than half,0,1,1
adobesign.com,0,Cyera,External,Less than half,0,1,1
afmforest.com,0,Cyera,External,Less than half,0,1,1
ahi.org.ng,0,Cyera,External,Less than half,0,1,1
aislaparq.com,0,Cyera,External,Less than half,0,1,1
akch.net,0,Cyera,External,Less than half,0,1,1
alansouter.com,0,Cyera,External,Less than half,0,1,1
alliedpavers.com,0,Cyera,External,Less than half,0,1,1
almullagroup.com,0,Cyera,External,Less than half,0,1,1
altair.com,0,Cyera,External,More than half,0,0,0
alum.drexel.edu,0,Cyera,External,Less than half,0,1,1
alvinequipment.com,0,Cyera,External,Less than half,0,1,1
apexcapitalcorp.com,0,Cyera,External,Less than half,0,1,1
apexvistaventures.com,0,Cyera,External,Less than half,0,1,1
appzglobaltech.com,0,Cyera,External,Less than half,0,1,1
archspace.ae,0,Cyera,External,Less than half,0,1,1
army.mil,0,Cyera,External,Less than half,0,2,2
ashresource.com,0,Cyera,External,Less than half,0,1,1
atlantaga.gov,0,Cyera,External,Less than half,0,1,1
audiencr-agency.cc,0,Cyera,External,Less than half,0,1,1
b2bupdatedlist.com,0,Cyera,External,Less than half,0,1,1
b34phase1.com,0,Cyera,External,Less than half,0,1,1
bartlitbeck.com,0,Cyera,External,Less than half,0,1,1
basketstudios.com,0,Cyera,External,Less than half,0,1,1
bdgelite.com,0,Cyera,External,Less than half,0,1,1
beachautocollision.com,0,Cyera,External,Less than half,0,1,1
beckerboards.com,0,Cyera,External,Less than half,0,1,1
bellevuewa.gov,0,Cyera,External,Less than half,0,1,1
beltwaycompanies.com,0,Cyera,External,Less than half,0,1,1
besarinvestment.com,0,Cyera,External,Less than half,0,1,1
biagi.it,0,Cyera,External,Less than half,0,1,1
blujayrobotics.com,0,Cyera,External,Less than half,0,1,1
brasfieldgorrie.com,0,Cyera,External,Less than half,0,1,1
breedlovehome.com,0,Cyera,External,Less than half,0,1,1
brightexpos.com,0,Cyera,External,Less than half,0,1,1
business.doorm.ai,0,Cyera,External,Less than half,0,1,1
cachemarine.com,0,Cyera,External,Less than half,0,1,1
canton-logistics.com,0,Cyera,External,Less than half,0,1,1
capefearcustoms.com,0,Cyera,External,Less than half,0,1,1
capsity.com,0,Cyera,External,Less than half,0,1,1
carcraftstl.com,0,Cyera,External,Less than half,0,1,1
carolinacreekbath.com,0,Cyera,External,Less than half,0,1,1
carolrodgerstravel.com,0,Cyera,External,Less than half,0,1,1
casaleag.com,0,Cyera,External,Less than half,0,1,1
cascadiaequine.com,0,Cyera,External,Less than half,0,1,1
caylusmgmt.com,0,Cyera,External,Less than half,0,1,1
c-basket.com,0,Cyera,External,Less than half,0,1,1
ccm.com,0,Cyera,External,Less than half,0,1,1
cfl.rr.com,0,Cyera,External,Less than half,0,1,1
chadsdesignbuild.com,0,Cyera,External,Less than half,0,1,1
charlestonhome.com,0,Cyera,External,Less than half,0,1,1
cheninortho.com,0,Cyera,External,Less than half,0,1,1
choiniere.net,0,Cyera,External,Less than half,0,1,1
chriscasas.com,0,Cyera,External,Less than half,0,1,1
cisco.com,0,Cyera,External,Less than half,0,1,1
cloudview.com,0,Cyera,External,Less than half,0,1,1
clubpilates.com,0,Cyera,External,Less than half,0,1,1
cmconsulting.ca,0,Cyera,External,Less than half,0,1,1
cnnetdomain.net,0,Cyera,External,Less than half,0,1,1
cocinascampos.es,0,Cyera,External,Less than half,0,1,1
cocopallet.com,0,Cyera,External,Less than half,0,1,1
cocopeople.com,0,Cyera,External,Less than half,0,1,1
cogentnext.net,0,Cyera,External,Less than half,0,1,1
cogentnext.us,0,Cyera,External,Less than half,0,3,3
cognitiveconvergence.com,0,Cyera,External,Less than half,0,1,1
colchasconcord.com.mx,0,Cyera,External,Less than half,0,1,1
colmobil.co.il,0,Cyera,External,Less than half,0,1,1
combined.com,0,Cyera,External,Less than half,0,1,1
comcast.net,0,Cyera,External,Less than half,0,23,23
cosleyandcosley.com,0,Cyera,External,Less than half,0,1,1
countryandseaweed.com,0,Cyera,External,Less than half,0,1,1
cox.net,0,Cyera,External,Less than half,0,4,4
cpanel.com,0,Cyera,External,Less than half,0,1,1
daltonfin.com,0,Cyera,External,Less than half,0,1,1
davidfriddle.com,0,Cyera,External,Less than half,0,1,1
defore.com,0,Cyera,External,Less than half,0,1,1
diffactory.com,0,Cyera,External,Less than half,0,1,1
digitalrainmaker.com,0,Cyera,External,Less than half,0,1,1
dodebo.com,0,Cyera,External,Less than half,0,1,1
dominiceventplaner.com,0,Cyera,External,Less than half,0,1,1
doncnc.com,0,Cyera,External,Less than half,0,1,1
dreamscometrue-events-fr.com,0,Cyera,External,Less than half,0,1,1
driven.com.my,0,Cyera,External,Less than half,0,1,1
drwinkelman.com,0,Cyera,External,Less than half,0,1,1
dtmverse.com,0,Cyera,External,Less than half,0,1,1
duck.com,0,Cyera,External,Less than half,0,1,1
eagleridgecap.com,0,Cyera,External,Less than half,0,1,1
ease-supplierpro.com,0,Cyera,External,Less than half,0,1,1
ecommerceedit.com,0,Cyera,External,Less than half,0,1,1
ekdlaw.com,0,Cyera,External,Less than half,0,1,1
elerts.com,0,Cyera,External,Less than half,0,1,1
email.com,0,Cyera,External,Less than half,0,2,2
email.faire.com,0,Cyera,External,Less than half,0,1,1
empoweredsportsclub.com,0,Cyera,External,Less than half,0,1,1
emsengines.com,0,Cyera,External,Less than half,0,1,1
enternpost.com,0,Cyera,External,Less than half,0,1,1
entreprisesansbtp.eu,0,Cyera,External,Less than half,0,1,1
envelope-architecture.com,0,Cyera,External,Less than half,0,1,1
epix.net,0,Cyera,External,Less than half,0,1,1
equinox-development.com,0,Cyera,External,Less than half,0,1,1
estruckline.net,0,Cyera,External,Less than half,0,1,1
eternalengines.com,0,Cyera,External,Less than half,0,1,1
eurostar.lv,0,Cyera,External,Less than half,0,1,1
eventsbypytha.com,0,Cyera,External,Less than half,0,1,1
evervests.com,0,Cyera,External,Less than half,0,1,1
ewdoyleinc.com,0,Cyera,External,Less than half,0,1,1
expo.asiadigicommerce.com,0,Cyera,External,Less than half,0,5,5
expokey-hotels.com,0,Cyera,External,Less than half,0,1,1
extremenetworks.com,0,Cyera,External,Less than half,0,1,1
faradynesystems.com,0,Cyera,External,Less than half,0,1,1
faratronic.com.cn,0,Cyera,External,Less than half,0,1,1
fastmail.com,0,Cyera,External,Less than half,0,1,1
fatlighterco.com,0,Cyera,External,Less than half,0,1,1
financialguide.com,0,Cyera,External,Less than half,0,1,1
fishandski.com,0,Cyera,External,Less than half,0,1,1
fishershipping.com,0,Cyera,External,Less than half,0,1,1
fletcher.lol,0,Cyera,External,Less than half,0,1,1
flimbex.xyz,0,Cyera,External,Less than half,0,1,1
freightfor.cn,0,Cyera,External,Less than half,0,1,1
gd-prototype.com,0,Cyera,External,Less than half,0,3,3
gebiofuel.com,0,Cyera,External,Less than half,0,1,1
geniusmesh.com,0,Cyera,External,Less than half,0,1,1
globalgardensonline.com,0,Cyera,External,Less than half,0,1,1
gmx.ch,0,Cyera,External,Less than half,0,1,1
gmx.com,0,Cyera,External,Less than half,0,2,2
goodeatshospitality.com,0,Cyera,External,Less than half,0,1,1
googlemail.com,0,Cyera,External,Less than half,0,2,2
goseegraham.com,0,Cyera,External,Less than half,0,1,1
gowinapparel.com,0,Cyera,External,Less than half,0,1,1
gphillipsandsons.com,0,Cyera,External,Less than half,0,1,1
grasshopperfarms.com,0,Cyera,External,Less than half,0,1,1
green.pumo.com.tw,0,Cyera,External,Less than half,0,1,1
greenvillemotorama.com,0,Cyera,External,Less than half,0,1,1
griotsgarage.com,0,Cyera,External,Less than half,0,1,1
hames.tel,0,Cyera,External,Less than half,0,1,1
hanlongroup.ca,0,Cyera,External,Less than half,0,1,1
hayfieldscc.com,0,Cyera,External,Less than half,0,1,1
health.mil,0,Cyera,External,Less than half,0,1,1
hendrickauto.com,0,Cyera,External,Less than half,0,1,1
hey.com,0,Cyera,External,Less than half,0,1,1
hiengineering.com,0,Cyera,External,Less than half,0,1,1
hlhmold.com,0,Cyera,External,Less than half,0,1,1
hoeferpublishing.com,0,Cyera,External,Less than half,0,1,1
hope.edu,0,Cyera,External,Less than half,0,1,1
hyatt.com,0,Cyera,External,Less than half,0,1,1
hystouminipc.com,0,Cyera,External,Less than half,0,1,1
hytfor.com,0,Cyera,External,Less than half,0,1,1
identitysignbuilders.com,0,Cyera,External,Less than half,0,1,1
insurancesolutionsgrp.com,0,Cyera,External,Less than half,0,1,1
insurestrategies.com,0,Cyera,External,Less than half,0,1,1
ip-51-195-18.eu,0,Cyera,External,Less than half,0,1,1
ivw.com.mx,0,Cyera,External,More than half,1,0,1
jamesbeeler.us,0,Cyera,External,Less than half,0,1,1
jimsturman.com,0,Cyera,External,Less than half,0,1,1
johals.net,0,Cyera,External,Less than half,0,1,1
jole.fi,0,Cyera,External,Less than half,0,1,1
jsacounseling.com,0,Cyera,External,Less than half,0,1,1
jservicegroup.com,0,Cyera,External,Less than half,0,1,1
j-silva.com,0,Cyera,External,Less than half,0,1,1
jsrobertson.net,0,Cyera,External,Less than half,0,1,1
juno.com,0,Cyera,External,Less than half,0,1,1
k2conceptsinc.com,0,Cyera,External,Less than half,0,1,1
karkiosk.com,0,Cyera,External,Less than half,0,1,1
kayahandyshop.de,0,Cyera,External,Less than half,0,1,1
kinchitshahmd.com,0,Cyera,External,Less than half,0,1,1
kingpallet.com,0,Cyera,External,Less than half,0,1,1
kircpa.com,0,Cyera,External,Less than half,0,1,1
koreabridging.com,0,Cyera,External,Less than half,0,3,3
kwceola.com,0,Cyera,External,Less than half,0,1,1
kw.com,0,Cyera,External,Less than half,0,2,2
lakere.com,0,Cyera,External,Less than half,0,1,1
lakesideornamental.com,0,Cyera,External,Less than half,0,1,1
lavendrancher.farm,0,Cyera,External,Less than half,0,1,1
leadsdigitalagency.com,0,Cyera,External,Less than half,0,1,1
libertypure.com,0,Cyera,External,Less than half,0,1,1
limbachinc.com,0,Cyera,External,Less than half,0,1,1
liquidplanetmarine.com,0,Cyera,External,Less than half,0,1,1
live.com,0,Cyera,External,Less than half,0,8,8
llnl.gov,0,Cyera,External,Less than half,0,1,1
lmtgyl.com,0,Cyera,External,Less than half,0,1,1
loftinmechanical.com,0,Cyera,External,Less than half,0,1,1
londonlegal.ca,0,Cyera,External,Less than half,0,1,1
mac.com,0,Cyera,External,Less than half,0,21,21
macfrank.studio,0,Cyera,External,Less than half,0,1,1
m.agmticaret.com,0,Cyera,External,Less than half,0,1,1
mail.com,0,Cyera,External,Less than half,0,1,1
mail.excel-tire.com,0,Cyera,External,Less than half,0,1,1
makerofimages.com,0,Cyera,External,Less than half,0,1,1
man27.de,0,Cyera,External,Less than half,0,1,1
marketreachb2b.com,0,Cyera,External,Less than half,0,1,1
matttourangeau.com,0,Cyera,External,Less than half,0,1,1
m.carahsoft.com,0,Cyera,External,Less than half,0,1,1
mdrestore.com,0,Cyera,External,Less than half,0,1,1
menzieselectrical.co.nz,0,Cyera,External,Less than half,0,1,1
micantopizzle.com,0,Cyera,External,Less than half,0,2,2
microsoftonline.com,0,Cyera,External,Less than half,0,1,1
mides-gmbh.com,0,Cyera,External,Less than half,0,1,1
mlcc.com.mx,0,Cyera,External,Less than half,0,1,1
momentousmeetings.com,0,Cyera,External,Less than half,0,1,1
mondicsinsurance.com,0,Cyera,External,Less than half,0,1,1
monne.app,0,Cyera,External,Less than half,0,1,1
morrisranch.net,0,Cyera,External,Less than half,0,1,1
motlaccounting.com,0,Cyera,External,Less than half,0,1,1
mozmail.com,0,Cyera,External,Less than half,0,1,1
multimgroup.store,0,Cyera,External,Less than half,0,1,1
mycity.cards,0,Cyera,External,Less than half,0,1,1
nakamoto.us,0,Cyera,External,Less than half,0,1,1
narsimhan.com,0,Cyera,External,Less than half,0,1,1
nationalmotorsco.com,0,Cyera,External,Less than half,0,1,1
nautilusadv.com,0,Cyera,External,Less than half,0,1,1
naver.com,0,Cyera,External,Less than half,0,1,1
nealand.com,0,Cyera,External,Less than half,0,1,1
neo.co.th,0,Cyera,External,Less than half,0,1,1
neoreef.com,0,Cyera,External,Less than half,0,1,1
nestack.info,0,Cyera,External,Less than half,0,1,1
ninjagraphicwork.com,0,Cyera,External,Less than half,0,1,1
noviclean.ca,0,Cyera,External,Less than half,0,1,1
nucraft.com,0,Cyera,External,Less than half,0,1,1
oakstead.homes,0,Cyera,External,Less than half,0,1,1
oceanoutcasts.com,0,Cyera,External,Less than half,0,1,1
ohanavacations.com,0,Cyera,External,Less than half,0,1,1
omnilogistics.com,0,Cyera,External,Less than half,0,2,2
onemoregeneration.org,0,Cyera,External,Less than half,0,1,1
online.de,0,Cyera,External,Less than half,0,1,1
orishipagency.com,0,Cyera,External,Less than half,0,1,1
outtask.nl,0,Cyera,External,Less than half,0,1,1
pacific.net,0,Cyera,External,Less than half,0,1,1
packetfusion.com,0,Cyera,External,Less than half,0,1,1
peoplepc.com,0,Cyera,External,Less than half,0,2,2
peterbuiltinc.com,0,Cyera,External,Less than half,0,1,1
pfoerringer.de,0,Cyera,External,Less than half,0,1,1
pinklemonadedesigns.com,0,Cyera,External,Less than half,0,1,1
piperweatherford.com,0,Cyera,External,Less than half,0,1,1
pitney.com,0,Cyera,External,Less than half,0,1,1
pjcallaghan.com,0,Cyera,External,Less than half,0,1,1
pm.me,0,Cyera,External,Less than half,0,4,4
powerboostlinkpro.com,0,Cyera,External,Less than half,0,1,1
preciservices.com,0,Cyera,External,Less than half,0,1,1
probusinesstravel.com,0,Cyera,External,Less than half,0,1,1
prodigy.net,0,Cyera,External,Less than half,0,1,1
professionalslist.it.com,0,Cyera,External,Less than half,0,1,1
professionalsmemberslist.org,0,Cyera,External,Less than half,0,1,1
proliancesurgeons.com,0,Cyera,External,Less than half,0,1,1
protonmail.com,0,Cyera,External,Less than half,0,5,5
proton.me,0,Cyera,External,Less than half,0,3,3
qinlolox.com,0,Cyera,External,More than half,0,0,0
quadracommodities.store,0,Cyera,External,Less than half,0,1,1
quickbookingportal.com,0,Cyera,External,Less than half,0,1,1
r3junk.com,0,Cyera,External,Less than half,0,1,1
rana17.com,0,Cyera,External,Less than half,0,1,1
rangebuildersgc.com,0,Cyera,External,Less than half,0,1,1
rarararamez.com,0,Cyera,External,Less than half,0,1,1
realrepdo.info,0,Cyera,External,Less than half,0,1,1
redcoremedical.com,0,Cyera,External,Less than half,0,1,1
reliablemold.com,0,Cyera,External,Less than half,0,1,1
rhf.de,0,Cyera,External,Less than half,0,1,1
rocklyninc.com,0,Cyera,External,Less than half,0,1,1
rogers.com,0,Cyera,External,Less than half,0,1,1
rosenplaza.com,0,Cyera,External,Less than half,0,1,1
rospedia.com,0,Cyera,External,Less than half,0,1,1
royalautomotivegroup.com,0,Cyera,External,Less than half,0,1,1
rramerica.us,0,Cyera,External,Less than half,0,1,1
ruigangsteel.cc,0,Cyera,External,Less than half,0,1,1
rxoperatingsolutions.com,0,Cyera,External,Less than half,0,1,1
salesone.org,0,Cyera,External,Less than half,0,1,1
sandyshoal.co,0,Cyera,External,Less than half,0,1,1
savba.sk,0,Cyera,External,Less than half,0,1,1
saylordesign.com,0,Cyera,External,Less than half,0,1,1
sba.sa,0,Cyera,External,Less than half,0,1,1
sbcglobal.net,0,Cyera,External,Less than half,0,11,11
scalafamily.net,0,Cyera,External,Less than half,0,1,1
scitechbrief.com,0,Cyera,External,Less than half,0,2,2
scottmooreaz.com,0,Cyera,External,Less than half,0,1,1
seanlanyigolf.com,0,Cyera,External,Less than half,0,1,1
